id,name,generation,height,weight,hp,attack,defense,special-attack,special-defense,speed,total,url_sprite,url_shadow_sprite
820,Greedent,generation-viii,6,60,120,95,95,55,75,20,460,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VIII/820.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VIII/820.png?raw=true
821,Rookidee,generation-viii,2,18,38,47,35,33,35,57,245,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VIII/821.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VIII/821.png?raw=true
822,Corvisquire,generation-viii,8,160,68,67,55,43,55,77,365,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VIII/822.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VIII/822.png?raw=true
823,Corviknight,generation-viii,22,750,98,87,105,53,85,67,495,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VIII/823.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VIII/823.png?raw=true
824,Blipbug,generation-viii,4,80,25,20,20,25,45,45,180,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VIII/824.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VIII/824.png?raw=true
825,Dottler,generation-viii,4,195,50,35,80,50,90,30,335,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VIII/825.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VIII/825.png?raw=true
826,Orbeetle,generation-viii,4,408,60,45,110,80,120,90,505,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VIII/826.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VIII/826.png?raw=true
827,Nickit,generation-viii,6,89,40,28,28,47,52,50,245,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VIII/827.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VIII/827.png?raw=true
828,Thievul,generation-viii,12,199,70,58,58,87,92,90,455,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VIII/828.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VIII/828.png?raw=true
829,Gossifleur,generation-viii,4,22,40,40,60,40,60,10,250,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VIII/829.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VIII/829.png?raw=true
830,Eldegoss,generation-viii,5,25,60,50,90,80,120,60,460,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VIII/830.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VIII/830.png?raw=true
831,Wooloo,generation-viii,6,60,42,40,55,40,45,48,270,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VIII/831.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VIII/831.png?raw=true
832,Dubwool,generation-viii,13,430,72,80,100,60,90,88,490,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VIII/832.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VIII/832.png?raw=true
833,Chewtle,generation-viii,3,85,50,64,50,38,38,44,284,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VIII/833.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VIII/833.png?raw=true
834,Drednaw,generation-viii,10,1155,90,115,90,48,68,74,485,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VIII/834.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VIII/834.png?raw=true
835,Yamper,generation-viii,3,135,59,45,50,40,50,26,270,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VIII/835.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VIII/835.png?raw=true
836,Boltund,generation-viii,10,340,69,90,60,90,60,121,490,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VIII/836.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VIII/836.png?raw=true
837,Rolycoly,generation-viii,3,120,30,40,50,40,50,30,240,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VIII/837.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VIII/837.png?raw=true
838,Carkol,generation-viii,11,780,80,60,90,60,70,50,410,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VIII/838.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VIII/838.png?raw=true
839,Coalossal,generation-viii,28,3105,110,80,120,80,90,30,510,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VIII/839.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VIII/839.png?raw=true
840,Applin,generation-viii,2,5,40,40,80,40,40,20,260,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VIII/840.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VIII/840.png?raw=true
841,Flapple,generation-viii,3,10,70,110,80,95,60,70,485,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VIII/841.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VIII/841.png?raw=true
842,Appletun,generation-viii,4,130,110,85,80,100,80,30,485,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VIII/842.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VIII/842.png?raw=true
843,Silicobra,generation-viii,22,76,52,57,75,35,50,46,315,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VIII/843.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VIII/843.png?raw=true
844,Sandaconda,generation-viii,38,655,72,107,125,65,70,71,510,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VIII/844.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VIII/844.png?raw=true
845,Cramorant,generation-viii,8,180,70,85,55,85,95,85,475,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VIII/845.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VIII/845.png?raw=true
846,Arrokuda,generation-viii,5,10,41,63,40,40,30,66,280,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VIII/846.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VIII/846.png?raw=true
847,Barraskewda,generation-viii,13,300,61,123,60,60,50,136,490,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VIII/847.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VIII/847.png?raw=true
848,Toxel,generation-viii,4,110,40,38,35,54,35,40,242,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VIII/848.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VIII/848.png?raw=true
849,Toxtricity-Amped,generation-viii,16,400,75,98,70,114,70,75,502,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VIII/849.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VIII/849.png?raw=true
850,Sizzlipede,generation-viii,7,10,50,65,45,50,50,45,305,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VIII/850.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VIII/850.png?raw=true
851,Centiskorch,generation-viii,30,1200,100,115,65,90,90,65,525,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VIII/851.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VIII/851.png?raw=true
852,Clobbopus,generation-viii,6,40,50,68,60,50,50,32,310,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VIII/852.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VIII/852.png?raw=true
853,Grapploct,generation-viii,16,390,80,118,90,70,80,42,480,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VIII/853.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VIII/853.png?raw=true
854,Sinistea,generation-viii,1,2,40,45,45,74,54,50,308,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VIII/854.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VIII/854.png?raw=true
855,Polteageist,generation-viii,2,4,60,65,65,134,114,70,508,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VIII/855.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VIII/855.png?raw=true
856,Hatenna,generation-viii,4,34,42,30,45,56,53,39,265,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VIII/856.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VIII/856.png?raw=true
857,Hattrem,generation-viii,6,48,57,40,65,86,73,49,370,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VIII/857.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VIII/857.png?raw=true
858,Hatterene,generation-viii,21,51,57,90,95,136,103,29,510,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VIII/858.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VIII/858.png?raw=true
859,Impidimp,generation-viii,4,55,45,45,30,55,40,50,265,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VIII/859.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VIII/859.png?raw=true
860,Morgrem,generation-viii,8,125,65,60,45,75,55,70,370,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VIII/860.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VIII/860.png?raw=true
861,Grimmsnarl,generation-viii,15,610,95,120,65,95,75,60,510,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VIII/861.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VIII/861.png?raw=true
862,Obstagoon,generation-viii,16,460,93,90,101,60,81,95,520,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VIII/862.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VIII/862.png?raw=true
863,Perrserker,generation-viii,8,280,70,110,100,50,60,50,440,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VIII/863.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VIII/863.png?raw=true
864,Cursola,generation-viii,10,4,60,95,50,145,130,30,510,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VIII/864.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VIII/864.png?raw=true
865,Sirfetchd,generation-viii,8,1170,62,135,95,68,82,65,507,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VIII/865.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VIII/865.png?raw=true
866,Mr-Rime,generation-viii,15,582,80,85,75,110,100,70,520,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VIII/866.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VIII/866.png?raw=true
867,Runerigus,generation-viii,16,666,58,95,145,50,105,30,483,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VIII/867.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VIII/867.png?raw=true
868,Milcery,generation-viii,2,3,45,40,40,50,61,34,270,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VIII/868.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VIII/868.png?raw=true
869,Alcremie,generation-viii,3,5,65,60,75,110,121,64,495,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VIII/869.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VIII/869.png?raw=true
870,Falinks,generation-viii,30,620,65,100,100,70,60,75,470,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VIII/870.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VIII/870.png?raw=true
871,Pincurchin,generation-viii,3,10,48,101,95,91,85,15,435,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VIII/871.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VIII/871.png?raw=true
872,Snom,generation-viii,3,38,30,25,35,45,30,20,185,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VIII/872.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VIII/872.png?raw=true
873,Frosmoth,generation-viii,13,420,70,65,60,125,90,65,475,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VIII/873.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VIII/873.png?raw=true
874,Stonjourner,generation-viii,25,5200,100,125,135,20,20,70,470,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VIII/874.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VIII/874.png?raw=true
875,Eiscue-Ice,generation-viii,14,890,75,80,110,65,90,50,470,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VIII/875.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VIII/875.png?raw=true
876,Indeedee-Male,generation-viii,9,280,60,65,55,105,95,95,475,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VIII/876.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VIII/876.png?raw=true
877,Morpeko-Full-Belly,generation-viii,3,30,58,95,58,70,58,97,436,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VIII/877.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VIII/877.png?raw=true
878,Cufant,generation-viii,12,1000,72,80,49,40,49,40,330,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VIII/878.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VIII/878.png?raw=true
879,Copperajah,generation-viii,30,6500,122,130,69,80,69,30,500,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VIII/879.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VIII/879.png?raw=true
880,Dracozolt,generation-viii,18,1900,90,100,90,80,70,75,505,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VIII/880.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VIII/880.png?raw=true
881,Arctozolt,generation-viii,23,1500,90,100,90,90,80,55,505,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VIII/881.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VIII/881.png?raw=true
882,Dracovish,generation-viii,23,2150,90,90,100,70,80,75,505,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VIII/882.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VIII/882.png?raw=true
883,Arctovish,generation-viii,20,1750,90,90,100,80,90,55,505,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VIII/883.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VIII/883.png?raw=true
884,Duraludon,generation-viii,18,400,70,95,115,120,50,85,535,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VIII/884.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VIII/884.png?raw=true
885,Dreepy,generation-viii,5,20,28,60,30,40,30,82,270,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VIII/885.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VIII/885.png?raw=true
